NAME,DATE,PRCP,TAVG,TMAX,TMIN
"BROOME AIRPORT, AS",01-08-60,0,67,77,61
"BROOME AIRPORT, AS",02-08-60,0,66,78,53
"BROOME AIRPORT, AS",03-08-60,0,69,83,55
"BROOME AIRPORT, AS",04-08-60,0,71,79,59
"BROOME AIRPORT, AS",05-08-60,0,73,86,66
"BROOME AIRPORT, AS",06-08-60,0,71,87,62
"BROOME AIRPORT, AS",07-08-60,0,71,88,58
"BROOME AIRPORT, AS",08-08-60,0,70,87,58
"BROOME AIRPORT, AS",09-08-60,0,69,87,55
"BROOME AIRPORT, AS",10-08-60,0,72,90,54
"BROOME AIRPORT, AS",11-08-60,0,75,88,58
"BROOME AIRPORT, AS",12-08-60,0,70,82,62
"BROOME AIRPORT, AS",13-08-60,0,70,86,55
"BROOME AIRPORT, AS",14-08-60,0,65,81,55
"BROOME AIRPORT, AS",15-08-60,0,68,85,48
"BROOME AIRPORT, AS",16-08-60,0,69,86,48
"BROOME AIRPORT, AS",17-08-60,0,69,84,54
"BROOME AIRPORT, AS",18-08-60,0,70,80,58
"BROOME AIRPORT, AS",19-08-60,0,70,82,59
"BROOME AIRPORT, AS",20-08-60,0,71,84,56
"BROOME AIRPORT, AS",21-08-60,0,76,94,61
"BROOME AIRPORT, AS",22-08-60,0,74,85,60
"BROOME AIRPORT, AS",23-08-60,0,75,93,64
"BROOME AIRPORT, AS",24-08-60,0.01,72,91,59
"BROOME AIRPORT, AS",25-08-60,0,71,84,54
"BROOME AIRPORT, AS",26-08-60,0,76,92,57
"BROOME AIRPORT, AS",27-08-60,0,80,93,63
"BROOME AIRPORT, AS",28-08-60,0,80,94,69
"BROOME AIRPORT, AS",29-08-60,0,79,94,70
"BROOME AIRPORT, AS",30-08-60,0,75,92,66
"BROOME AIRPORT, AS",31-08-60,0,72,82,61
"BROOME AIRPORT, AS",01-09-60,0,74,82,60
"BROOME AIRPORT, AS",02-09-60,0,76,85,67
"BROOME AIRPORT, AS",03-09-60,0.01,74,85,65
"BROOME AIRPORT, AS",04-09-60,0.01,74,84,64
"BROOME AIRPORT, AS",05-09-60,0.01,76,85,62
"BROOME AIRPORT, AS",06-09-60,0.02,76,85,69
"BROOME AIRPORT, AS",07-09-60,0,81,92,67
"BROOME AIRPORT, AS",08-09-60,0,80,94,69
"BROOME AIRPORT, AS",09-09-60,0,77,88,66
"BROOME AIRPORT, AS",10-09-60,0,75,82,68
"BROOME AIRPORT, AS",11-09-60,0.01,77,82,68
"BROOME AIRPORT, AS",12-09-60,0,75,81,72
"BROOME AIRPORT, AS",13-09-60,0,78,91,69
"BROOME AIRPORT, AS",14-09-60,0,77,92,65
"BROOME AIRPORT, AS",15-09-60,0,74,85,65
"BROOME AIRPORT, AS",16-09-60,0,74,85,62
"BROOME AIRPORT, AS",17-09-60,0,75,81,64
"BROOME AIRPORT, AS",18-09-60,0,76,83,67
"BROOME AIRPORT, AS",19-09-60,0,76,83,73
"BROOME AIRPORT, AS",20-09-60,0,74,80,71
"BROOME AIRPORT, AS",21-09-60,0,76,81,71
"BROOME AIRPORT, AS",22-09-60,0,76,80,73
"BROOME AIRPORT, AS",23-09-60,0,75,81,71
"BROOME AIRPORT, AS",24-09-60,0,79,92,68
"BROOME AIRPORT, AS",25-09-60,0,79,93,68
"BROOME AIRPORT, AS",26-09-60,0,78,96,66
"BROOME AIRPORT, AS",27-09-60,0,79,90,62
"BROOME AIRPORT, AS",28-09-60,0,75,89,69
"BROOME AIRPORT, AS",29-09-60,0,76,83,64
"BROOME AIRPORT, AS",30-09-60,0,76,84,67
"BROOME AIRPORT, AS",01-10-60,0,75,82,69
"BROOME AIRPORT, AS",02-10-60,0.01,77,88,69
"BROOME AIRPORT, AS",03-10-60,0,78,86,70
"BROOME AIRPORT, AS",04-10-60,0,84,104,71
"BROOME AIRPORT, AS",05-10-60,0,83,104,70
"BROOME AIRPORT, AS",06-10-60,0,81,93,66
"BROOME AIRPORT, AS",07-10-60,0,79,87,71
"BROOME AIRPORT, AS",08-10-60,0.01,78,87,67
"BROOME AIRPORT, AS",09-10-60,0,79,86,67
"BROOME AIRPORT, AS",10-10-60,0,79,85,74
"BROOME AIRPORT, AS",11-10-60,0,79,87,74
"BROOME AIRPORT, AS",12-10-60,0,82,97,72
"BROOME AIRPORT, AS",13-10-60,0,81,88,73
"BROOME AIRPORT, AS",14-10-60,0,82,90,76
"BROOME AIRPORT, AS",15-10-60,0,81,88,77
"BROOME AIRPORT, AS",16-10-60,0,81,88,76
"BROOME AIRPORT, AS",17-10-60,0,84,93,77
"BROOME AIRPORT, AS",18-10-60,0,87,105,79
"BROOME AIRPORT, AS",19-10-60,0,82,90,74
"BROOME AIRPORT, AS",20-10-60,0,80,87,76
"BROOME AIRPORT, AS",21-10-60,0,81,88,73
"BROOME AIRPORT, AS",22-10-60,0,78,85,76
"BROOME AIRPORT, AS",23-10-60,0,81,88,73
"BROOME AIRPORT, AS",24-10-60,0,83,89,78
"BROOME AIRPORT, AS",25-10-60,0,82,88,78
"BROOME AIRPORT, AS",26-10-60,0,82,90,77
"BROOME AIRPORT, AS",27-10-60,0,84,96,73
"BROOME AIRPORT, AS",28-10-60,0,81,86,77
"BROOME AIRPORT, AS",29-10-60,0,81,87,78
"BROOME AIRPORT, AS",30-10-60,0,83,91,77
"BROOME AIRPORT, AS",31-10-60,0,85,92,79
"BROOME AIRPORT, AS",01-11-60,0,84,96,74
"BROOME AIRPORT, AS",02-11-60,0,85,95,74
"BROOME AIRPORT, AS",03-11-60,0,85,102,73
"BROOME AIRPORT, AS",04-11-60,0,83,94,74
"BROOME AIRPORT, AS",05-11-60,0,87,103,69
"BROOME AIRPORT, AS",06-11-60,0,84,104,72
"BROOME AIRPORT, AS",07-11-60,0,82,92,65
"BROOME AIRPORT, AS",08-11-60,0.01,82,91,69
"BROOME AIRPORT, AS",09-11-60,0,83,88,72
"BROOME AIRPORT, AS",10-11-60,0,82,88,78
"BROOME AIRPORT, AS",11-11-60,0,84,91,78
"BROOME AIRPORT, AS",12-11-60,0,86,93,80
"BROOME AIRPORT, AS",13-11-60,0,84,92,80
"BROOME AIRPORT, AS",14-11-60,0,82,88,78
"BROOME AIRPORT, AS",15-11-60,0,82,88,78
"BROOME AIRPORT, AS",16-11-60,0,83,90,78
"BROOME AIRPORT, AS",17-11-60,0,83,89,80
"BROOME AIRPORT, AS",18-11-60,0,83,90,80
"BROOME AIRPORT, AS",19-11-60,0,83,88,79
"BROOME AIRPORT, AS",20-11-60,0,81,88,78
"BROOME AIRPORT, AS",21-11-60,0,83,89,78
"BROOME AIRPORT, AS",22-11-60,0,84,99,79
"BROOME AIRPORT, AS",23-11-60,0,86,103,79
"BROOME AIRPORT, AS",24-11-60,0,87,98,77
"BROOME AIRPORT, AS",25-11-60,0,83,92,79
"BROOME AIRPORT, AS",26-11-60,0,85,92,74
"BROOME AIRPORT, AS",27-11-60,0,85,93,80
"BROOME AIRPORT, AS",28-11-60,0,84,90,75
"BROOME AIRPORT, AS",29-11-60,0,84,90,80
"BROOME AIRPORT, AS",30-11-60,0,85,90,81
"BROOME AIRPORT, AS",01-12-60,0,84,89,81
"BROOME AIRPORT, AS",02-12-60,0,86,91,81
"BROOME AIRPORT, AS",03-12-60,0,85,91,82
"BROOME AIRPORT, AS",04-12-60,0,85,91,82
"BROOME AIRPORT, AS",05-12-60,0,85,97,81
"BROOME AIRPORT, AS",06-12-60,0,86,102,75
"BROOME AIRPORT, AS",07-12-60,0,89,100,73
"BROOME AIRPORT, AS",08-12-60,0,85,91,78
"BROOME AIRPORT, AS",09-12-60,0,84,90,81
"BROOME AIRPORT, AS",10-12-60,0,85,90,81
"BROOME AIRPORT, AS",11-12-60,0,85,90,81
"BROOME AIRPORT, AS",12-12-60,0,86,91,82
"BROOME AIRPORT, AS",13-12-60,0,85,90,81
"BROOME AIRPORT, AS",14-12-60,0,84,89,81
"BROOME AIRPORT, AS",15-12-60,0,85,91,82
"BROOME AIRPORT, AS",16-12-60,0,85,90,82
"BROOME AIRPORT, AS",17-12-60,0,85,90,82
"BROOME AIRPORT, AS",18-12-60,0,85,89,82
"BROOME AIRPORT, AS",19-12-60,0,84,90,82
"BROOME AIRPORT, AS",20-12-60,0,85,91,80
"BROOME AIRPORT, AS",21-12-60,0,84,95,80
"BROOME AIRPORT, AS",22-12-60,1.01,84,94,72
"BROOME AIRPORT, AS",23-12-60,0,84,91,78
"BROOME AIRPORT, AS",24-12-60,0,84,91,77
"BROOME AIRPORT, AS",25-12-60,0.23,85,90,76
"BROOME AIRPORT, AS",26-12-60,0,85,89,82
"BROOME AIRPORT, AS",27-12-60,0,84,89,82
"BROOME AIRPORT, AS",28-12-60,0,84,89,81
"BROOME AIRPORT, AS",29-12-60,0,85,90,82
"BROOME AIRPORT, AS",30-12-60,0,85,90,82
"BROOME AIRPORT, AS",31-12-60,0,85,90,82
"BROOME AIRPORT, AS",01-01-61,0,86,91,82
"BROOME AIRPORT, AS",02-01-61,0,85,93,84
"BROOME AIRPORT, AS",03-01-61,0,89,105,79
"BROOME AIRPORT, AS",04-01-61,0,90,105,79
"BROOME AIRPORT, AS",05-01-61,0,86,91,78
"BROOME AIRPORT, AS",06-01-61,0,86,92,82
"BROOME AIRPORT, AS",07-01-61,0,86,90,82
"BROOME AIRPORT, AS",08-01-61,0,86,91,83
"BROOME AIRPORT, AS",09-01-61,0,86,91,83
"BROOME AIRPORT, AS",10-01-61,0,87,93,84
"BROOME AIRPORT, AS",11-01-61,0.04,88,91,83
"BROOME AIRPORT, AS",12-01-61,0.01,87,94,84
"BROOME AIRPORT, AS",13-01-61,1.32,87,92,75
"BROOME AIRPORT, AS",14-01-61,0,86,91,84
"BROOME AIRPORT, AS",15-01-61,0,87,94,78
"BROOME AIRPORT, AS",16-01-61,0,87,94,78
"BROOME AIRPORT, AS",17-01-61,0,87,92,78
"BROOME AIRPORT, AS",18-01-61,0,89,97,84
"BROOME AIRPORT, AS",19-01-61,0,86,92,84
"BROOME AIRPORT, AS",20-01-61,0.05,87,98,78
"BROOME AIRPORT, AS",21-01-61,1.06,89,99,74
"BROOME AIRPORT, AS",22-01-61,0,82,89,82
"BROOME AIRPORT, AS",23-01-61,0.44,79,89,75
"BROOME AIRPORT, AS",24-01-61,0.02,83,94,71
"BROOME AIRPORT, AS",25-01-61,0.16,85,90,64
"BROOME AIRPORT, AS",26-01-61,0.07,84,89,80
"BROOME AIRPORT, AS",27-01-61,0,83,87,80
"BROOME AIRPORT, AS",28-01-61,0,84,88,79
"BROOME AIRPORT, AS",29-01-61,0,85,90,80
"BROOME AIRPORT, AS",30-01-61,0,85,91,82
"BROOME AIRPORT, AS",31-01-61,0,82,89,81
"BROOME AIRPORT, AS",01-02-61,0.42,86,93,77
"BROOME AIRPORT, AS",02-02-61,0,86,97,82
"BROOME AIRPORT, AS",03-02-61,0,86,96,78
"BROOME AIRPORT, AS",04-02-61,0,84,92,73
"BROOME AIRPORT, AS",05-02-61,0.3,77,85,72
"BROOME AIRPORT, AS",06-02-61,0.13,82,88,77
"BROOME AIRPORT, AS",07-02-61,0.3,79,87,75
"BROOME AIRPORT, AS",08-02-61,2.21,81,88,75
"BROOME AIRPORT, AS",09-02-61,0.01,80,87,77
"BROOME AIRPORT, AS",10-02-61,1.56,80,90,73
"BROOME AIRPORT, AS",11-02-61,1.11,81,93,73
"BROOME AIRPORT, AS",12-02-61,0.05,83,91,73
"BROOME AIRPORT, AS",13-02-61,0,83,89,78
"BROOME AIRPORT, AS",14-02-61,0,84,90,78
"BROOME AIRPORT, AS",15-02-61,0,86,90,78
"BROOME AIRPORT, AS",16-02-61,0,86,90,82
"BROOME AIRPORT, AS",17-02-61,0,86,92,82
"BROOME AIRPORT, AS",18-02-61,0,87,92,83
"BROOME AIRPORT, AS",19-02-61,0,87,95,82
"BROOME AIRPORT, AS",20-02-61,0,86,92,81
"BROOME AIRPORT, AS",21-02-61,0,87,93,81
"BROOME AIRPORT, AS",22-02-61,0,87,93,81
"BROOME AIRPORT, AS",23-02-61,0,88,93,83
"BROOME AIRPORT, AS",24-02-61,0.03,81,88,75
"BROOME AIRPORT, AS",25-02-61,0,87,94,81
"BROOME AIRPORT, AS",26-02-61,0.03,90,100,84
"BROOME AIRPORT, AS",27-02-61,0.07,82,92,67
"BROOME AIRPORT, AS",28-02-61,0.4,76,92,76
"BROOME AIRPORT, AS",01-03-61,2.89,80,89,74
"BROOME AIRPORT, AS",02-03-61,1.35,80,87,75
"BROOME AIRPORT, AS",03-03-61,0,81,85,75
"BROOME AIRPORT, AS",04-03-61,0.01,81,86,79
"BROOME AIRPORT, AS",05-03-61,0.37,83,89,78
"BROOME AIRPORT, AS",06-03-61,0.15,83,88,74
"BROOME AIRPORT, AS",07-03-61,0,83,88,79
"BROOME AIRPORT, AS",08-03-61,0,84,87,81
"BROOME AIRPORT, AS",09-03-61,0,82,88,78
"BROOME AIRPORT, AS",10-03-61,0.02,83,90,75
"BROOME AIRPORT, AS",11-03-61,0,81,89,78
"BROOME AIRPORT, AS",12-03-61,0.09,82,90,73
"BROOME AIRPORT, AS",13-03-61,0,86,94,77
"BROOME AIRPORT, AS",14-03-61,0,87,95,81
"BROOME AIRPORT, AS",15-03-61,0,87,99,82
"BROOME AIRPORT, AS",16-03-61,0,85,91,76
"BROOME AIRPORT, AS",17-03-61,0,85,92,72
"BROOME AIRPORT, AS",18-03-61,0,86,92,80
"BROOME AIRPORT, AS",19-03-61,0,86,91,81
"BROOME AIRPORT, AS",20-03-61,0,85,90,81
"BROOME AIRPORT, AS",21-03-61,0,85,90,82
"BROOME AIRPORT, AS",22-03-61,0,85,90,80
"BROOME AIRPORT, AS",23-03-61,0,87,93,81
"BROOME AIRPORT, AS",24-03-61,0,86,92,81
"BROOME AIRPORT, AS",25-03-61,0,88,102,80
"BROOME AIRPORT, AS",26-03-61,0,87,97,80
"BROOME AIRPORT, AS",27-03-61,0,85,97,82
"BROOME AIRPORT, AS",28-03-61,0,85,91,83
"BROOME AIRPORT, AS",29-03-61,0,86,90,82
"BROOME AIRPORT, AS",30-03-61,0,86,92,83
"BROOME AIRPORT, AS",31-03-61,0,86,92,82
"BROOME AIRPORT, AS",01-04-61,0,86,92,83
"BROOME AIRPORT, AS",02-04-61,0,82,92,76
"BROOME AIRPORT, AS",03-04-61,0.06,83,92,75
"BROOME AIRPORT, AS",04-04-61,0,88,96,78
"BROOME AIRPORT, AS",05-04-61,0,88,98,83
"BROOME AIRPORT, AS",06-04-61,0,88,97,83
"BROOME AIRPORT, AS",07-04-61,0,87,92,84
"BROOME AIRPORT, AS",08-04-61,0,87,92,83
"BROOME AIRPORT, AS",09-04-61,0,86,92,83
"BROOME AIRPORT, AS",10-04-61,0,86,92,83
"BROOME AIRPORT, AS",11-04-61,0,86,90,82
"BROOME AIRPORT, AS",12-04-61,0,85,92,82
"BROOME AIRPORT, AS",13-04-61,0,87,93,80
"BROOME AIRPORT, AS",14-04-61,0,87,92,85
"BROOME AIRPORT, AS",15-04-61,0,86,91,83
"BROOME AIRPORT, AS",16-04-61,0,85,90,82
"BROOME AIRPORT, AS",17-04-61,0,84,91,80
"BROOME AIRPORT, AS",18-04-61,0,84,90,80
"BROOME AIRPORT, AS",19-04-61,0,85,92,78
"BROOME AIRPORT, AS",20-04-61,0,85,91,81
"BROOME AIRPORT, AS",21-04-61,0,86,92,81
"BROOME AIRPORT, AS",22-04-61,0,83,91,80
"BROOME AIRPORT, AS",23-04-61,0,85,97,75
"BROOME AIRPORT, AS",24-04-61,0,87,97,78
"BROOME AIRPORT, AS",25-04-61,0.17,86,96,80
"BROOME AIRPORT, AS",26-04-61,0,83,96,74
"BROOME AIRPORT, AS",27-04-61,0,78,93,66
"BROOME AIRPORT, AS",28-04-61,0,79,94,65
"BROOME AIRPORT, AS",29-04-61,0,80,92,66
"BROOME AIRPORT, AS",30-04-61,0,81,95,66
"BROOME AIRPORT, AS",01-05-61,0,84,94,67
"BROOME AIRPORT, AS",02-05-61,0,82,92,73
"BROOME AIRPORT, AS",03-05-61,0,80,90,68
"BROOME AIRPORT, AS",04-05-61,0,76,86,69
"BROOME AIRPORT, AS",05-05-61,0,70,82,64
"BROOME AIRPORT, AS",06-05-61,0,70,83,56
"BROOME AIRPORT, AS",07-05-61,0,71,86,56
"BROOME AIRPORT, AS",08-05-61,0,74,89,60
"BROOME AIRPORT, AS",09-05-61,0,74,86,62
"BROOME AIRPORT, AS",10-05-61,0,74,85,62
"BROOME AIRPORT, AS",11-05-61,0,78,87,65
"BROOME AIRPORT, AS",12-05-61,0,79,88,74
"BROOME AIRPORT, AS",13-05-61,0,81,91,74
"BROOME AIRPORT, AS",14-05-61,0,81,89,74
"BROOME AIRPORT, AS",15-05-61,0,77,89,72
"BROOME AIRPORT, AS",16-05-61,0,76,89,67
"BROOME AIRPORT, AS",17-05-61,0,75,90,66
"BROOME AIRPORT, AS",18-05-61,0,77,94,64
"BROOME AIRPORT, AS",19-05-61,0,77,93,65
"BROOME AIRPORT, AS",20-05-61,0,76,92,63
"BROOME AIRPORT, AS",21-05-61,0,74,91,62
"BROOME AIRPORT, AS",22-05-61,0,74,90,59
"BROOME AIRPORT, AS",23-05-61,0,74,88,59
"BROOME AIRPORT, AS",24-05-61,0,74,91,60
"BROOME AIRPORT, AS",25-05-61,0,78,89,61
"BROOME AIRPORT, AS",26-05-61,0,80,91,69
"BROOME AIRPORT, AS",27-05-61,0,78,90,69
"BROOME AIRPORT, AS",28-05-61,0,79,94,68
"BROOME AIRPORT, AS",29-05-61,0,78,92,67
"BROOME AIRPORT, AS",30-05-61,0,73,89,64
"BROOME AIRPORT, AS",31-05-61,0,70,85,61
"BROOME AIRPORT, AS",01-06-61,0,68,83,54
"BROOME AIRPORT, AS",02-06-61,0,68,85,50
"BROOME AIRPORT, AS",03-06-61,0,69,84,53
"BROOME AIRPORT, AS",04-06-61,0,69,83,58
"BROOME AIRPORT, AS",05-06-61,0,71,85,57
"BROOME AIRPORT, AS",06-06-61,0,72,86,60
"BROOME AIRPORT, AS",07-06-61,0,73,90,59
"BROOME AIRPORT, AS",08-06-61,0,73,92,61
"BROOME AIRPORT, AS",09-06-61,0.02,74,89,59
"BROOME AIRPORT, AS",10-06-61,0.02,74,85,63
"BROOME AIRPORT, AS",11-06-61,0.01,74,89,63
"BROOME AIRPORT, AS",12-06-61,0,76,95,60
"BROOME AIRPORT, AS",13-06-61,0,72,88,60
"BROOME AIRPORT, AS",14-06-61,0,68,84,53
"BROOME AIRPORT, AS",15-06-61,0,65,84,49
"BROOME AIRPORT, AS",16-06-61,0,69,86,49
"BROOME AIRPORT, AS",17-06-61,0,71,86,56
"BROOME AIRPORT, AS",18-06-61,0,71,84,58
"BROOME AIRPORT, AS",19-06-61,0,70,86,58
"BROOME AIRPORT, AS",20-06-61,0,69,81,54
"BROOME AIRPORT, AS",21-06-61,0,68,79,56
"BROOME AIRPORT, AS",22-06-61,0,66,75,56
"BROOME AIRPORT, AS",23-06-61,0,62,74,57
"BROOME AIRPORT, AS",24-06-61,0,61,73,47
"BROOME AIRPORT, AS",25-06-61,0,60,75,53
"BROOME AIRPORT, AS",26-06-61,0,66,82,47
"BROOME AIRPORT, AS",27-06-61,0,69,82,57
"BROOME AIRPORT, AS",28-06-61,0,71,81,57
"BROOME AIRPORT, AS",29-06-61,0,68,80,64
"BROOME AIRPORT, AS",30-06-61,0,65,79,54
"BROOME AIRPORT, AS",01-07-61,0,67,83,54
"BROOME AIRPORT, AS",02-07-61,0,64,77,52
"BROOME AIRPORT, AS",03-07-61,0.01,64,78,55
"BROOME AIRPORT, AS",04-07-61,0,69,85,52
"BROOME AIRPORT, AS",05-07-61,0,73,86,58
"BROOME AIRPORT, AS",06-07-61,0,75,91,64
"BROOME AIRPORT, AS",07-07-61,0,73,88,65
"BROOME AIRPORT, AS",08-07-61,0,69,82,61
"BROOME AIRPORT, AS",09-07-61,0,65,79,54
"BROOME AIRPORT, AS",10-07-61,0,65,80,51
"BROOME AIRPORT, AS",11-07-61,0,65,83,52
"BROOME AIRPORT, AS",12-07-61,0,68,84,50
"BROOME AIRPORT, AS",13-07-61,0,69,85,49
"BROOME AIRPORT, AS",14-07-61,0,69,83,56
"BROOME AIRPORT, AS",15-07-61,0,66,78,53
"BROOME AIRPORT, AS",16-07-61,0,66,77,50
"BROOME AIRPORT, AS",17-07-61,0,64,76,53
"BROOME AIRPORT, AS",18-07-61,0,62,75,49
"BROOME AIRPORT, AS",19-07-61,0,60,75,46
"BROOME AIRPORT, AS",20-07-61,0,62,73,50
"BROOME AIRPORT, AS",21-07-61,0,63,74,50
"BROOME AIRPORT, AS",22-07-61,0,58,73,49
"BROOME AIRPORT, AS",23-07-61,0,66,80,43
"BROOME AIRPORT, AS",24-07-61,0,69,81,57
"BROOME AIRPORT, AS",25-07-61,0,70,84,60
"BROOME AIRPORT, AS",26-07-61,0,70,85,54
"BROOME AIRPORT, AS",27-07-61,0,68,82,55
"BROOME AIRPORT, AS",28-07-61,0.02,68,77,62
"BROOME AIRPORT, AS",29-07-61,0,67,80,58
"BROOME AIRPORT, AS",30-07-61,0,69,81,56
"BROOME AIRPORT, AS",31-07-61,0,70,83,56
"BROOME AIRPORT, AS",01-08-61,0,71,85,55
"BROOME AIRPORT, AS",02-08-61,0,70,82,57
"BROOME AIRPORT, AS",03-08-61,0,69,78,61
"BROOME AIRPORT, AS",04-08-61,0,70,85,60
"BROOME AIRPORT, AS",05-08-61,0,68,83,59
"BROOME AIRPORT, AS",06-08-61,0,62,78,51
"BROOME AIRPORT, AS",07-08-61,0,67,81,45
"BROOME AIRPORT, AS",08-08-61,0,71,85,53
"BROOME AIRPORT, AS",09-08-61,0,68,82,58
"BROOME AIRPORT, AS",10-08-61,0,65,83,52
"BROOME AIRPORT, AS",11-08-61,0,68,86,49
"BROOME AIRPORT, AS",12-08-61,0,68,84,51
"BROOME AIRPORT, AS",13-08-61,0,67,82,54
"BROOME AIRPORT, AS",14-08-61,0,75,89,54
"BROOME AIRPORT, AS",15-08-61,0,72,84,66
"BROOME AIRPORT, AS",16-08-61,0,71,85,61
"BROOME AIRPORT, AS",17-08-61,0,70,90,57
"BROOME AIRPORT, AS",18-08-61,0,73,90,54
"BROOME AIRPORT, AS",19-08-61,0,74,89,57
"BROOME AIRPORT, AS",20-08-61,0,72,86,59
"BROOME AIRPORT, AS",21-08-61,0,73,88,57
"BROOME AIRPORT, AS",22-08-61,0,74,90,58
"BROOME AIRPORT, AS",23-08-61,0,72,90,60
"BROOME AIRPORT, AS",24-08-61,0.02,72,83,57
"BROOME AIRPORT, AS",25-08-61,0.02,72,88,66
"BROOME AIRPORT, AS",26-08-61,0.01,67,86,59
"BROOME AIRPORT, AS",27-08-61,0,70,90,51
"BROOME AIRPORT, AS",28-08-61,0,71,92,53
"BROOME AIRPORT, AS",29-08-61,0.01,69,83,54
"BROOME AIRPORT, AS",30-08-61,0.01,69,80,56
"BROOME AIRPORT, AS",31-08-61,0.02,70,78,62
"BROOME AIRPORT, AS",01-09-61,0.01,73,89,64
"BROOME AIRPORT, AS",02-09-61,0,77,95,61
"BROOME AIRPORT, AS",03-09-61,0.01,74,84,60
"BROOME AIRPORT, AS",04-09-61,0.01,71,80,65
"BROOME AIRPORT, AS",05-09-61,0.01,72,80,62
"BROOME AIRPORT, AS",06-09-61,0,74,84,67
"BROOME AIRPORT, AS",07-09-61,0,73,83,68
"BROOME AIRPORT, AS",08-09-61,0,78,93,66
"BROOME AIRPORT, AS",09-09-61,0.01,75,84,69
"BROOME AIRPORT, AS",10-09-61,0.01,75,82,65
"BROOME AIRPORT, AS",11-09-61,0,74,82,67
"BROOME AIRPORT, AS",12-09-61,0,74,81,66
"BROOME AIRPORT, AS",13-09-61,0.04,76,86,67
"BROOME AIRPORT, AS",14-09-61,0,81,97,71
"BROOME AIRPORT, AS",15-09-61,0,80,99,72
"BROOME AIRPORT, AS",16-09-61,0,82,97,65
"BROOME AIRPORT, AS",17-09-61,0,79,97,66
"BROOME AIRPORT, AS",18-09-61,0,77,96,60
"BROOME AIRPORT, AS",19-09-61,0,78,88,60
"BROOME AIRPORT, AS",20-09-61,0,76,86,71
"BROOME AIRPORT, AS",21-09-61,0,71,85,64
"BROOME AIRPORT, AS",22-09-61,0,73,86,58
"BROOME AIRPORT, AS",23-09-61,0,77,87,62
"BROOME AIRPORT, AS",24-09-61,0,77,89,67
"BROOME AIRPORT, AS",25-09-61,0,81,102,63
"BROOME AIRPORT, AS",26-09-61,0,80,101,63
"BROOME AIRPORT, AS",27-09-61,0,82,99,64
"BROOME AIRPORT, AS",28-09-61,0,82,98,62
"BROOME AIRPORT, AS",29-09-61,0,77,85,69
"BROOME AIRPORT, AS",30-09-61,0.06,80,88,70
"BROOME AIRPORT, AS",01-10-61,0,81,105,73
"BROOME AIRPORT, AS",02-10-61,0,79,88,66
"BROOME AIRPORT, AS",03-10-61,0,78,85,71
"BROOME AIRPORT, AS",04-10-61,0.01,77,84,70
"BROOME AIRPORT, AS",05-10-61,0.01,80,90,69
"BROOME AIRPORT, AS",06-10-61,0,80,98,72
"BROOME AIRPORT, AS",07-10-61,0,87,105,68
"BROOME AIRPORT, AS",08-10-61,0,82,106,68
"BROOME AIRPORT, AS",09-10-61,0,80,101,65
"BROOME AIRPORT, AS",10-10-61,0.01,79,94,67
"BROOME AIRPORT, AS",11-10-61,0,80,87,70
"BROOME AIRPORT, AS",12-10-61,0,81,87,73
"BROOME AIRPORT, AS",13-10-61,0,81,88,75
"BROOME AIRPORT, AS",14-10-61,0,81,88,76
"BROOME AIRPORT, AS",15-10-61,0,83,96,73
"BROOME AIRPORT, AS",16-10-61,0,84,107,70
"BROOME AIRPORT, AS",17-10-61,0,83,91,72
"BROOME AIRPORT, AS",18-10-61,0,81,87,77
"BROOME AIRPORT, AS",19-10-61,0,82,88,74
"BROOME AIRPORT, AS",20-10-61,0,87,103,78
"BROOME AIRPORT, AS",21-10-61,0,89,103,77
"BROOME AIRPORT, AS",22-10-61,0,86,101,72
"BROOME AIRPORT, AS",23-10-61,0,85,102,78
"BROOME AIRPORT, AS",24-10-61,0,85,104,73
"BROOME AIRPORT, AS",25-10-61,0,85,103,67
"BROOME AIRPORT, AS",26-10-61,0,84,105,67
"BROOME AIRPORT, AS",27-10-61,0,83,104,69
"BROOME AIRPORT, AS",28-10-61,0,83,104,68
"BROOME AIRPORT, AS",29-10-61,0,82,89,72
"BROOME AIRPORT, AS",30-10-61,0,83,90,74
"BROOME AIRPORT, AS",31-10-61,0,82,87,77
"BROOME AIRPORT, AS",01-11-61,0,82,88,76
"BROOME AIRPORT, AS",02-11-61,0,83,90,77
"BROOME AIRPORT, AS",03-11-61,0,84,90,79
"BROOME AIRPORT, AS",04-11-61,0,84,91,78
"BROOME AIRPORT, AS",05-11-61,0,84,90,76
"BROOME AIRPORT, AS",06-11-61,0,83,90,79
"BROOME AIRPORT, AS",07-11-61,0,85,97,78
"BROOME AIRPORT, AS",08-11-61,0,85,99,79
"BROOME AIRPORT, AS",09-11-61,0,86,97,81
"BROOME AIRPORT, AS",10-11-61,0,89,103,81
"BROOME AIRPORT, AS",11-11-61,0,85,95,79
"BROOME AIRPORT, AS",12-11-61,0,80,89,77
"BROOME AIRPORT, AS",13-11-61,0.02,84,91,75
"BROOME AIRPORT, AS",14-11-61,0,86,92,80
"BROOME AIRPORT, AS",15-11-61,0,91,105,82
"BROOME AIRPORT, AS",16-11-61,0,83,97,76
"BROOME AIRPORT, AS",17-11-61,0,84,96,70
"BROOME AIRPORT, AS",18-11-61,0,84,94,76
"BROOME AIRPORT, AS",19-11-61,0,84,89,78
"BROOME AIRPORT, AS",20-11-61,0,84,90,79
